ID	Name	CampaignID	Holder
1	Galaxy Girl and Reindeer	603	0xbbbb16f443f17d3781e8df7dee708efafce15d17
2	Galaxy Girl and Reindeer	603	0xd76ae4419932e3ea071aeb55cd8b44f277503218
3	Galaxy Girl and Reindeer	603	0x1a55a5aaa3b462e8273bee6bd813fea4744f651a
4	Galaxy Girl and Reindeer	603	0xfeebb7251827a89143049d400573f71f54676adf
5	Galaxy Girl and Reindeer	603	0xc25cd19dd904bc4008ea41b65efa3f677dad34e5
6	Galaxy Girl and Reindeer	603	0x9a5012cf8e9a8ad14513a99f5c53215445479771
7	Galaxy Girl and Reindeer	603	0x96283598b4f1ff22d25938c38e4fd6c20c74bb33
8	Galaxy Girl and Reindeer	603	0x163b83d2ab17bedf4ccb4cb27befbd7cd96257cc
9	Galaxy Girl and Reindeer	603	0xc623b30a226a777cda2212e7f25bd2e2b5f2d9eb
10	Galaxy Girl and Reindeer	603	0x9de7fce266d01700481e3efd297eee3196a36e97
11	Galaxy Girl and Reindeer	603	0xaa34db7057ba2ec4d61562c925bfbc9abba24232
12	Galaxy Girl and Reindeer	603	0x57764f39fc0e3a39ea6936facace0e92e9fa7eee
13	Galaxy Girl and Reindeer	603	0xf68712eaeba7ada00c4944a9db394814550ba1ac
14	Galaxy Girl and Reindeer	603	0x56216ddb4c3cd95c81c5367d87b9eab4bb0098e8
15	Galaxy Girl and Reindeer	603	0x89204a3cec6b6df61a4e930d85ec090ddc327143
16	Galaxy Girl and Reindeer	603	0x11ad1b48d7232a10aeb358a8e03c17ca9f3a2487
17	Galaxy Girl and Reindeer	603	0x52a845f687a3db426f2a9da7f4563cd480590edc
18	Galaxy Girl and Reindeer	603	0xf1f2db013f4e89c00e8a72bd685d7c02e04b13a5
19	Galaxy Girl and Reindeer	603	0x3027d716a2a1d7e0081586b98b8c91b90e0e67c4
20	Galaxy Girl and Reindeer	603	0xf27873a2bf90e1acf2a5b5c4e775645ef2747a6b
21	Galaxy Girl and Reindeer	603	0x34c7d0638dab854c7246623575b7839031b4fef6
22	Galaxy Girl and Reindeer	603	0x905bb377a49b097c52500f5c553bc3444f2a0ce9
23	Galaxy Girl and Reindeer	603	0xc76f876eaf4b72df80d77bd46f7bfaf325c92435
24	Galaxy Girl and Reindeer	603	0x9c33357c831628b5de9e745bca84d29a76e415c7
