ID	Name	CampaignID	Holders
1	Shadowy Super-Coder	91	0x55a0e991015d9d00067f6dfca8c0e1bebef68cd5
4	Shadowy Super-Coder	91	0x7a1057e6e9093da9c1d4c1d049609b6889fc4c67
5	Shadowy Super-Coder	91	0xe9b3c292904114e6e6f04a363ae4c0f800f3236d
11	Shadowy Super-Coder	91	0xf9ab2ef128d856339ad2c258cdaa14a22c662a14
21	Shadowy Super-Coder	91	0x1cbf903de5d688eda7d6d895ea2f0a8f2a521e99
38	Shadowy Super-Coder	91	0x2963b4311e07da3d9c50f2e1eb14659e42e3f4a9
41	Shadowy Super-Coder	91	0x0c626d209ee582042b9c5bd0238c398d5189cc51
48	Shadowy Super-Coder	91	0x0a690b298f84d12414f5c8db7de1ece5a4605877
54	Shadowy Super-Coder	91	0xf7dbfe7dcfba501464008554e7c5edde8ab7b0ff
60	Shadowy Super-Coder	91	0x8a7f7c5b556b1298a74c0e89df46eba117a2f6c1
61	Shadowy Super-Coder	91	0x341a38b69a6b8f00fad4eed3a2b8528e3fed07ff
72	Shadowy Super-Coder	91	0xbfe9e1a7582df5663452d52bc422c8e6138fcf0e
73	Shadowy Super-Coder	91	0xa45beafdc1faea2b668ea95725239ca287a9b310
84	Shadowy Super-Coder	91	0x69c62363f5bd1a4505d2bcefa886468478a74b91
89	Shadowy Super-Coder	91	0x60b6a57b71f23a8c602ed71b60272fda321d2666
91	Shadowy Super-Coder	91	0x79b0749eb0c2912e0a5cfab822d08efe8f9ad813
93	Shadowy Super-Coder	91	0x683a78ba1f6b25e29fbbc9cd1bfa29a51520de84
94	Shadowy Super-Coder	91	0x9556e1711ec7bd368441eeb4d3c4cced15e19add
96	Shadowy Super-Coder	91	0x19327c8fc14585b075b98583613f5e46488e4c7f
103	Shadowy Super-Coder	91	0x6e80c53f2cdcad7843ad765e4918298427aac550
105	Shadowy Super-Coder	91	0xe95ab07a55e8489fe8e81e3281c8b3fd95c7d8af
115	Shadowy Super-Coder	91	0xb2166664cbe8975174fe23f2b1a42a3300607e54
127	Shadowy Super-Coder	91	0x00d46d105507a04d7e4592cf43bbbad964bc77ab
131	Shadowy Super-Coder	91	0x9492510bbcb93b6992d8b7bb67888558e12dcac4
136	Shadowy Super-Coder	91	0x2c84547f7076c4d834f14c5b2ff627f1913291e4
140	Shadowy Super-Coder	91	0x548c690f898bee888240bd217302d60bcdf2b4d7
144	Shadowy Super-Coder	91	0xd33bd4c311428c00a74542e274821c4fb492233c
146	Shadowy Super-Coder	91	0xd1f60ebec593289daba5f5ecba16a906f9d7a8bc
151	Shadowy Super-Coder	91	0x93a6beb51ea19803237437c5142bfb09f2ba9a01
153	Shadowy Super-Coder	91	0x2c621c09ef04e781091c9bdc64b030463694e612
160	Shadowy Super-Coder	91	0xd4be33f3b778f0bb9bc447e38e45a16a9b33a3ea
161	Shadowy Super-Coder	91	0x760d390b5ef85138d428f5e8c98b60d0d45055a2
164	Shadowy Super-Coder	91	0xf521bb7437bec77b0b15286dc3f49a87b9946773
176	Shadowy Super-Coder	91	0x5bb3e1774923b75ecb804e2559149bbd2a39a414
180	Shadowy Super-Coder	91	0xb0215fcee8e046a8e9fca14ab79fa6ed38dcb59b
182	Shadowy Super-Coder	91	0xd88e19da5bd6c8442c4c58d175b52e0104130815
184	Shadowy Super-Coder	91	0xddd7ca4e8e1d36ff7ebf3242811a28c75704f490
188	Shadowy Super-Coder	91	0x426b3affbbe924e01575d5b3cb9dc640625bbb49
191	Shadowy Super-Coder	91	0x4825f4c1b651ece01955f2f6f80e4f33862d1837
200	Shadowy Super-Coder	91	0xb97f41cc340899dba210bdcc86a912ef100efe96
204	Shadowy Super-Coder	91	0xf71e9c766cdf169edfbe2749490943c1dc6b8a55
206	Shadowy Super-Coder	91	0xf459b83f676467e55ed557a45b1e64569450f051
228	Shadowy Super-Coder	91	0xae95df36ccddf74cfe7f8463c52777fb8c9fddbb
230	Shadowy Super-Coder	91	0xebc49937580148249b11f3592d95adb5f0757c01
237	Shadowy Super-Coder	91	0x19f12c947d25ff8a3b748829d8001ca09a28d46d
238	Shadowy Super-Coder	91	0xeaa11e489dbb1073fd5a9732c9c1bcaf48a7abb9
251	Shadowy Super-Coder	91	0xa4949f7e21ead47d704500daa8fdb36f827bfaf6
254	Shadowy Super-Coder	91	0xc3774af3452628636d031544d1e8893c3d8701ab
257	Shadowy Super-Coder	91	0xaa9e20bab58d013220d632874e9fe44f8f971e4d
258	Shadowy Super-Coder	91	0x9e3c40045a3503b33bfedaea0bf6981120e8c753
262	Shadowy Super-Coder	91	0xee4a9ab62c66c7a96e5e30717a8a91fcc2e52d42
265	Shadowy Super-Coder	91	0x20ee60d761de96b1e7fa4ebdfef5700e9844955a
266	Shadowy Super-Coder	91	0x3f3d2e428017a756b97920044457e99ce364fc38
268	Shadowy Super-Coder	91	0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55
269	Shadowy Super-Coder	91	0x610c92c70eb55dfeafe8970513d13771da79f2e0
272	Shadowy Super-Coder	91	0x8456dc5a43bd6dd43c1ba283e202d5a8d67fad7b
275	Shadowy Super-Coder	91	0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3
286	Shadowy Super-Coder	91	0xe3a1340be2b4c8de9e20ab185cff37480521d9af
296	Shadowy Super-Coder	91	0x4536aa47822864868e8057ae89e1220a570dfce6
299	Shadowy Super-Coder	91	0x037ea234207d23a14d1c155fd58b57655a338a17
300	Shadowy Super-Coder	91	0x4b5922abf25858d012d12bb1184e5d3d0b6d6be4
308	Shadowy Super-Coder	91	0x27286ab9f2fc5e068a36896ba3b2a1d5ec55b3e4
313	Shadowy Super-Coder	91	0xc6bb36839636241e032404c143dc656993e26a82
316	Shadowy Super-Coder	91	0x6d5d7d0c6b2d64b23b64ac9834eb474a4b2a8842
319	Shadowy Super-Coder	91	0xd5c6e4e364eba38e705b1f83c9c6836ae127b5d7
320	Shadowy Super-Coder	91	0x63c67ba2aa323e47edddb3952990cf41768a679c
321	Shadowy Super-Coder	91	0x84276411bdd77c0120e7943d762d76b88aa2b5be
326	Shadowy Super-Coder	91	0xc25a67941ae0897933fc9abd6862dc7c34d49155
330	Shadowy Super-Coder	91	0x84276411bdd77c0120e7943d762d76b88aa2b5be
332	Shadowy Super-Coder	91	0x0b0b977facc378365e9aedbe0bc28ee6cd7f09ed
350	Shadowy Super-Coder	91	0x5293c92107eac18672036d66641fb363b7494b58
353	Shadowy Super-Coder	91	0x966da064e49f63d84d636d5a694038d831c75051
357	Shadowy Super-Coder	91	0xa6df4fcb1ca559155a678e9aff5de3f210c0ff84
358	Shadowy Super-Coder	91	0x0206e1db86b852a4d1dd5926ab07b2f9117fa115
362	Shadowy Super-Coder	91	0xe384719e13842c91f6720d832b557ed92e9461b4
371	Shadowy Super-Coder	91	0x4237c8ae1b27581e86c809093c6e39c664b9beef
372	Shadowy Super-Coder	91	0x6bf95ba9bfa7e522d0a492f95f8f06978aeef263
377	Shadowy Super-Coder	91	0x1f6abf0431e20d7be372fa300eae471ea1c0b49c
380	Shadowy Super-Coder	91	0x9b5ae497fd1bf885a40d6f99d0c57245761e053c
382	Shadowy Super-Coder	91	0x83c1eedd3e0b10aa3ee6b9b89a43baea03e292f6
390	Shadowy Super-Coder	91	0x63581507bf4444b062685b6c1898f8c5cd57bffc
394	Shadowy Super-Coder	91	0xc0fcf8403e10b65f1d18f1b81b093004b1127275
395	Shadowy Super-Coder	91	0x595fe42383a783180a0f77ed672efa0090d7623a
400	Shadowy Super-Coder	91	0xa7123ce5f501b6ddff8eb323378dff744f21c359
402	Shadowy Super-Coder	91	0xbc4774a3357f87c52a292378bf4296b292459147
404	Shadowy Super-Coder	91	0xce20d01e96710885db68ecd7cdd2423293f15130
414	Shadowy Super-Coder	91	0x4bfc3b8c82909ad224d1e2c0305fa5bfab1e7f1c
421	Shadowy Super-Coder	91	0xb2d3731fd28309c399774fb26f993697c174f451
435	Shadowy Super-Coder	91	0x57a2995b9edadce5c1282702b238e1616745a5e3
436	Shadowy Super-Coder	91	0xf5c28f689283213533d11c34ae77c6855c160c31
438	Shadowy Super-Coder	91	0xd0c81e82abddf29c6505d660f5bebe60cdff03c5
441	Shadowy Super-Coder	91	0x4f9dfef24e6c5109a7869981f3ffdd865c8546a5
443	Shadowy Super-Coder	91	0xfc143f933badbefe4e769047745cc23e02de0e90
447	Shadowy Super-Coder	91	0x0969a43951cda021a72b1eb8e5db620491c5740c
451	Shadowy Super-Coder	91	0x955bca16442365a93e4fa98a48a5a9328aed26c7
452	Shadowy Super-Coder	91	0xafe87013dc96ede1e116a288d80fcaa0effe5fe5
457	Shadowy Super-Coder	91	0xc3774af3452628636d031544d1e8893c3d8701ab
463	Shadowy Super-Coder	91	0x8f54c8c2df62c94772ac14ccfc85603742976312
465	Shadowy Super-Coder	91	0x9fc5341db9a9cdf8337b4bd286d4cfc03b20ad35
473	Shadowy Super-Coder	91	0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20
488	Shadowy Super-Coder	91	0x39cab0734bd8275768b5f83df2f0a33d8f0e2cb7
489	Shadowy Super-Coder	91	0x86601ae7c5275a025c2c8c15940eb8d967975130
490	Shadowy Super-Coder	91	0x26042eb2f06d419093313ae2486fb40167ba349c
492	Shadowy Super-Coder	91	0x0ffba2fb7828242d0f60db4c0aef40ff6b6319e4
501	Shadowy Super-Coder	91	0xaac0aa431c237c2c0b5f041c8e59b3f1a43ac78f
504	Shadowy Super-Coder	91	0x5f799f365fa8a2b60ac0429c48b153ca5a6f0cf8
513	Shadowy Super-Coder	91	0x309321439dc3f69ed3f09d76435debc677858a56
514	Shadowy Super-Coder	91	0x3bcfa9357ab84baec04313650d0eebb3fd51070d
519	Shadowy Super-Coder	91	0x8376e7bca6bc2ddfe4dfdb2b79d9833ba4196a51
525	Shadowy Super-Coder	91	0xd7b3b50977a5947774bfc46b760c0871e4018e97
533	Shadowy Super-Coder	91	0x9972d940c9a23f84fcf92867d18f28d75d010e5e
535	Shadowy Super-Coder	91	0x8f83eb7abb2bcf57347298d9bf09a2d284190643
537	Shadowy Super-Coder	91	0xa9613b2f2f9023b4439daa19665e87efd8a808aa
539	Shadowy Super-Coder	91	0x6e5739f868875f32ed1f662429af922cda4667ed
540	Shadowy Super-Coder	91	0x31efd75bc0b5fbafc6015bd50590f4fdab6a3f22
571	Shadowy Super-Coder	91	0x5f2f98ce4fbf1740c1c720f2863308cf43549d8d
575	Shadowy Super-Coder	91	0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88
581	Shadowy Super-Coder	91	0x69a5c0db191697d11b0ac5637c3445d38af4b15b
583	Shadowy Super-Coder	91	0xa38445311ccd04a54183cdd347e793f4d548df3f
586	Shadowy Super-Coder	91	0xc280ac0b1b91d1d9cc1fe42f7725d053fd7b4978
593	Shadowy Super-Coder	91	0x9c79dc0edd49caa9da6b704339dacedb45acbe3f
596	Shadowy Super-Coder	91	0xd0ac3af3a31d277c1c9f66215a5f7c6a80a7f217
