ID	Name	CampaignID	Holder
27674	Galaxy AMA #2 We want to hear from you.	766	0xbbbb16f443f17d3781e8df7dee708efafce15d17
27675	Galaxy AMA #2 We want to hear from you.	766	0xbbbb16f443f17d3781e8df7dee708efafce15d17
27676	Galaxy AMA #2 We want to hear from you.	766	0xaaaa9199a093eeaaf45fad474382df1f0996d8c4
27677	Galaxy AMA #2 We want to hear from you.	766	0xab884368ab49d771cccdc3f5c9ff682767e450d1
27678	Galaxy AMA #2 We want to hear from you.	766	0x69f9c3b61ca28cc70b1bc5f333e26db70405d733
27679	Galaxy AMA #2 We want to hear from you.	766	0x0511b3dc8262accc906a1fb92e05848bd979aa1f
27680	Galaxy AMA #2 We want to hear from you.	766	0x73dde79ed5201fe44ef5ceab6a0872d4d289858d
27681	Galaxy AMA #2 We want to hear from you.	766	0x6830c5a4f1a1023d5e9bafeb221cebc9eb6f8ed6
27682	Galaxy AMA #2 We want to hear from you.	766	0xd98cf1ece9f5a691bf83d06e48837c5c832d9dae
27683	Galaxy AMA #2 We want to hear from you.	766	0x5678298b0a0b828242641a202ce132000166dbc4
27684	Galaxy AMA #2 We want to hear from you.	766	0xf17056d5ae85d0e1c415dc8c0a5aebaa16beb613
27685	Galaxy AMA #2 We want to hear from you.	766	0xdb987c58b587b9c3ccf029989059a197febc6e11
27686	Galaxy AMA #2 We want to hear from you.	766	0xb9be40bdec31ec3935830acc8bcaad1a431f8bb0
27687	Galaxy AMA #2 We want to hear from you.	766	0xb8372df9d06345eb96e27d0ec87341b10f23a6c7
27688	Galaxy AMA #2 We want to hear from you.	766	0x8f570e5003b70a88d44c8e7dc94021f93a524ff9
27689	Galaxy AMA #2 We want to hear from you.	766	0x9cc20ecf4e944f34bdc670b8e7412b818fc91866
27690	Galaxy AMA #2 We want to hear from you.	766	0xb53f809da34836dd90cbd65eaadcf3438663393c
27691	Galaxy AMA #2 We want to hear from you.	766	0x7160cd246950c66c4e2cd07ddd4b1ede086defd7
27692	Galaxy AMA #2 We want to hear from you.	766	0x3728eca61872179220b806cb8c819ed6eefeb425
27693	Galaxy AMA #2 We want to hear from you.	766	0x4a851f4031345b17a857e12a0f5daa881731f74a
27694	Galaxy AMA #2 We want to hear from you.	766	0x2a068f207215241f406d01c5b0f767ead62f28f1
27695	Galaxy AMA #2 We want to hear from you.	766	0x074473d830d91fdbe18e8013e25d5d1abf37a072
27697	Galaxy AMA #2 We want to hear from you.	766	0xc6c3e4bbcdc719e7b5793a31a36937f729605c33
27698	Galaxy AMA #2 We want to hear from you.	766	0x1cae141ec4f5becd042d8df35e397b00c26e0e8a
27699	Galaxy AMA #2 We want to hear from you.	766	0x229ed34bf386f5611b060f892e33f9469497a755
27700	Galaxy AMA #2 We want to hear from you.	766	0xdaf45073a54cf4afc3122bf39d26e9620192f1b4
27701	Galaxy AMA #2 We want to hear from you.	766	0xa1b4a57afcffec8064c241cf9ff06a6e33a1bf09
27702	Galaxy AMA #2 We want to hear from you.	766	0xbe13084cea1e3c8615f781b85b995c4d95947080
27703	Galaxy AMA #2 We want to hear from you.	766	0x2dd8c037c1ed4e9b417bc39f388de8a370d7ad81
27704	Galaxy AMA #2 We want to hear from you.	766	0x5a1c829a78c98f1a79277e21f866cc7ca417659f
27705	Galaxy AMA #2 We want to hear from you.	766	0xef228c1955efa79fb8f940196263427cc6ab6285
27706	Galaxy AMA #2 We want to hear from you.	766	0x7326af0d9de793ac6a24e4d75580054dcb23651f
27707	Galaxy AMA #2 We want to hear from you.	766	0x783578b0c86fc28b63e455b06153bbbf70e6075d
27708	Galaxy AMA #2 We want to hear from you.	766	0xefd67615d66e3819539021d40e155e1a6107f283
27709	Galaxy AMA #2 We want to hear from you.	766	0xa3df90bf8e8183a74b537b27e3955ba7d8de199c
27710	Galaxy AMA #2 We want to hear from you.	766	0x6f8b3e110995daf3c3b48b10e106a7860f3ecaca
27711	Galaxy AMA #2 We want to hear from you.	766	0x5a7dccbbf8f5aa8e03904f75e4a84a4598e27a7c
27712	Galaxy AMA #2 We want to hear from you.	766	0x1c0adf1f864339d8a5055472f0693cc3ac04a5b3
27713	Galaxy AMA #2 We want to hear from you.	766	0xd3326ae6821b19be3457f6d9b695f15c9065575e
27714	Galaxy AMA #2 We want to hear from you.	766	0x90474e58d0194bef808ecb8d8cd7345a3642209f
27715	Galaxy AMA #2 We want to hear from you.	766	0x776defc2147a9fabd011b8511ebdd8da43ed105e
27716	Galaxy AMA #2 We want to hear from you.	766	0xf7089b28382f99bcb527093851cd75bb044a16be
27717	Galaxy AMA #2 We want to hear from you.	766	0xc5ecad006f9f621a63b1fe8a44103b3a11e21fc6
27718	Galaxy AMA #2 We want to hear from you.	766	0x619aef53b9129ad2346a72244baa0392afaf7bbf
27719	Galaxy AMA #2 We want to hear from you.	766	0xed1426a8b06bd1328c3640d94e70e8c04f42f72e
27720	Galaxy AMA #2 We want to hear from you.	766	0xf22959d6147454218ee63500902e04215d2ccd77
27721	Galaxy AMA #2 We want to hear from you.	766	0x4e537a3c24aa1cab3a7c5b9c6edd54c071fb2974
27722	Galaxy AMA #2 We want to hear from you.	766	0xc842575acd573015c982421bd0b6607d498eecfe
27723	Galaxy AMA #2 We want to hear from you.	766	0x2ae2308f74d8d6d0865d1954f67a68fdc83f0e50
27724	Galaxy AMA #2 We want to hear from you.	766	0x3a8b9b6d9286a42d3956a54dc60ec81c6865ce82
27725	Galaxy AMA #2 We want to hear from you.	766	0xd17aa8d15bb4ef61770aef4c02731705dfd4a88f
